dfi_source,project_id,client_name,project_name,country,region,sector,investment_type,commitment_amount_usd,commitment_currency,commitment_amount_original,approval_date,signing_date,status,es_category,description,project_url,domicile,date_added,country_standardized,is_multi_country,region_standardized,sector_standardized,status_standardized,investment_type_standardized,fund_focus_sector,duplicate_flag
IDB Invest,14707-01,"Total Leasing Finco, S.R.L.",Finco,Costa Rica,,Manufacturing,Loan,10000000.0,USD,10000000.0,2024-06-17,2024-07-03,In implementation,C,"&lt;p&gt;Total Leasing Finco S.R.L. (&lt;a href=&quot;https://idbinvest.org/en/news-media/idb-invest-and-total-finco-promote-…; target=&quot;_blank&quot;&gt;Total Finco&lt;/a&gt;) is a Costa Rican company focused on the leasing of vehicles, fleets, medical and electronic equipment, as well as machinery and equipment for contracting and various types of companies. Since its founding, Total Finco has focused on providing leasing, mainly to micro, small and medium-sized businesses, as well as entrepreneurs and independent professionals. These sectors mostly do not have access, or this is limited to the traditional financial sector, and Finco has offered them a solution with an agile and secure service, under prudential credit practices.&lt;/p&gt;&lt;p&gt;&amp;nbsp;&lt;/p&gt;&lt;p&gt;IDB Invest&#039;s financing proposal consists of a medium-term loan with two tranches of different maturities, with two objectives to promote: (i) increase financing for MSMEs that are owned, managed or formed mainly by women in more 40% of the program; and (ii) finance productive assets with the following characteristics: sustainable, industrial or commercial, innovation or productive. The loan will have a guarantee in the first degree of priority and order, on the transfer of rights derived from lease contracts that show satisfactory coverage for IDB Invest.&lt;/p&gt;",https://idbinvest.org/en/projects/finco,Avenida Escazu Torre Lexus Oficina 404 San Rafael de Escazu San Jose Costa Rica,2026-04-06,Costa Rica,False,Latin America and Caribbean,Manufacturing and Industry,Active,Loan,,
IDB Invest,14715-01,Solengy Haiti S.A.,Solengy Haiti: Co-Loan for Solar PV Solutions,Haiti,,Energy,Loan,3000000.0,USD,3000000.0,2024-12-13,2024-12-20,In implementation,B,"&lt;p&gt;The proposed transaction consists of a long-term loan from IDB Invest and IFC to &lt;a href=&quot;https://idbinvest.org/en/news-media/idb-invest-and-ifc-partner-expand-s…; target=&quot;_blank&quot;&gt;Solengy Haiti S.A.&lt;/a&gt;, an SME specializing in distributed energy solutions. This financing will support:&amp;nbsp;(i) the acquisition of solar equipment and the extension of sales contracts to commercial and industrial customers, (ii) working capital for initial inventory, and (iii) partial refinancing of existing debt. The financing package consists of: (i) a senior IFC A loan of up to US$3 million; (ii) a senior IDB Invest A Loan of up to US$3 million; (iii) a US$6.0 million loan blended finance loan to be mobilized by the IFC and (iv) a US$1.5 million grant to be mobilized by the IFC. The Financing will consist of a 10-year door-to-door loan, including a 3-year grace period.&lt;br&gt;&lt;br&gt;&lt;br&gt;&lt;br&gt;&lt;strong&gt;French (Français):&amp;nbsp;&lt;/strong&gt;&lt;br&gt;&lt;span lang=&quot;FR&quot;&gt;La transaction proposée consiste en un prêt à long terme de la part de BID Invest et de la SFI à Solengy Haiti S.A., une PME spécialisée dans les solutions d’énergie distribuée. Ce financement soutiendra : (i) l&#039;acquisition d&#039;équipements solaires et l&#039;extension des contrats de vente pour des clients commerciaux et industriels, (ii) le fonds de roulement pour les stocks initiaux, et (iii) le refinancement partiel de la dette existante. Le financement comprend : (i) un prêt senior A de la SFI jusqu&#039;à US$ 3 millions ; (ii) un prêt senior A de BID Invest jusqu&#039;à US$ 3 millions; (iii) un prêt de financement mixte de US$ 6,0 millions mobilisé par la SFI ; et (iv) une subvention de jusqu&#039;à US$ 1,5 million mobilisée par la SFI. Le prêt présentera un terme 10 ans, avec une période de grâce de 3 ans.&lt;/span&gt;&lt;/p&gt;",https://idbinvest.org/en/projects/solengy-haiti-co-loan-solar-pv-solutions,"Solengy Haiti S.A., Airport Industrial Park, Port-au-Prince, HAITI",2026-04-06,Haiti,False,Latin America and Caribbean,Energy,Active,Loan,,
IDB Invest,14718-01,Exponencial Confirming S.A.S,Fideicomiso Exponencial Confirming,Colombia,,Digital Economy,Loan,,COP,60000000.0,2026-04-06,,Proposed,FI-3,"&lt;p&gt;The proposed financing consists of a facility in which IDB Invest offers the Borrower Exponencial Confirming, as an obligor through a Trust, an uncommitted revolving credit facility. Through this facility, IDB Invest will make a series of disbursements for a capital amount of up to COP$200 thousand million (approximately USD50 million). The objective is to facilitate access to liquidity at competitive prices for suppliers of larger anchor companies (eligible debtors). The final beneficiaries will primarily be micro, small, and medium companies (&quot;MSMEs&quot;) that sell their products and services to eligible debtors, who are the ultimate payers of the invoices.&lt;/p&gt;&lt;p&gt;Exponencial Confirming as Trustor will use the credits to carry out confirming operations which consist of the purchase of invoices issued by eligible suppliers, mostly MSME companies to facilitate access to immediate liquidity before maturity. Once these invoices have been acquired, the Trust will receive payment of the invoices from the eligible debtor that will be previously approved in the IDB Invest risk area.&lt;/p&gt;",https://idbinvest.org/en/projects/fideicomiso-exponencial-confirming,,2026-04-06,Colombia,False,Latin America and Caribbean,Technology and Telecom,Pipeline,Loan,,
IDB Invest,14719-01,University of the West Indies,UWI International School for Development Justice,,Regional,Social Infrastructure,,11500000.0,USD,11500000.0,2024-02-20,2024-08-02,In implementation,C,"&lt;p&gt;&lt;span&gt;IDB Invest will provide financing for an estimated amount of US$12 million for the development of the International School for Development Justice, a project that The University of West Indies seeks to carry out, aiming to be one of the world’s first postgraduate online learning schools dedicated exclusively to programs around sustainability and social justice. Under this project, students will be able to access degrees on sustainability and social justice from anywhere in the world, allowing individuals who may not have had the opportunity to attend a traditional university to pursue higher education. It will also provide programs related to UN Sustainability Goals that currently are not available in the market.&lt;/span&gt;&lt;/p&gt;",https://idbinvest.org/en/projects/uwi-international-school-development-justice,"The University of the West Indies Global Campus Bridgetown, St. Michael Barbados",2026-04-06,,False,Global / Multi-Region,Infrastructure and Transport,Active,,,
IDB Invest,14722-01,Empresa de Acueducto y Alcantarillado de Bogotá ESP,EAAB | Water and Sanitation Capex Program in Bogota,Colombia,,Water and Sanitation,Loan &amp; Guarantee,,COP,94065300.0,2024-07-09,2025-11-24,In implementation,B,"&lt;p&gt;&lt;span&gt;The project objective is to provide long-term financing for the company&#039;s investment plan. The proposed loan from IDB Invest will be for an amount equivalent in Colombian pesos (COP) of up to US$100 million for a period of 12 years.&lt;/span&gt;&lt;/p&gt;&lt;p&gt;&lt;a href=&quot;https://idbinvest.org/en/news-media/idb-invest-finances-modernization-w…; target=&quot;_blank&quot;&gt;&lt;span&gt;Empresa de Acueducto y Alcantarillado de Bogotá&#039;s&lt;/span&gt;&lt;/a&gt;&lt;span&gt; investment plan includes projects for the expansion, optimization, and renovation of networks, as well as the water and sewerage system in Bogotá.&lt;/span&gt;&lt;/p&gt;",https://idbinvest.org/en/projects/eaab-water-and-sanitation-capex-program-bogota,Av. Calle 24 No. 37-15 Ciudad Bogotá D.C - Colombia,2026-04-06,Colombia,False,Latin America and Caribbean,Infrastructure and Transport,Active,Loan,,
IDB Invest,14725-01,Muneshwers Limited,Muneshwers Limited Port and Warehouse Facility,Guyana,,Transport,Loan,26000000.0,USD,26000000.0,2023-12-15,2023-12-20,In implementation,B,&lt;p&gt;The operation consists of a secured A-loan of up to US$26 million with a repayment term of up to ten years to support the expansion of &lt;a href=&quot;https://idbinvest.org/en/news-media/idb-invest-and-gbti-partner-muneshw…; target=&quot;_blank&quot;&gt;Muneshwers Limited&lt;/a&gt; through the acquisition of three (3) gantry cranes and the construction of a hardware store and warehouse. This will allow Muneshwers Limited to improve its operations and accompany Guyana&#039;s economic growth.&lt;/p&gt;,https://idbinvest.org/en/projects/muneshwers-limited-port-and-warehouse-facility,,2026-04-06,Guyana,False,Latin America and Caribbean,Infrastructure and Transport,Active,Loan,,
IDB Invest,14728-01,CAJA MUNICIPAL DE AHORRO Y CRÉDITO DE AREQUIPA S.A.,Gender and Inclusion Financing with Caja Arequipa,Peru,,Financial Institutions,,30000000.0,USD,30000000.0,2023-12-01,2023-12-07,In implementation,FI-3,"&lt;p&gt;The Project consists in granting &lt;a href=&quot;https://idbinvest.org/en/news-media/idb-invest-and-caja-arequipa-promot…; target=&quot;_blank&quot;&gt;Caja Municipal de Ahorro y Crédito de Arequipa S.A. &lt;/a&gt;(“Caja Arequipa” or the “Caja”) a senior renewable loan of up to an amount in Peruvian Soles (“PEN”) equivalent to US$50 million, broken down as follows: (i) A Loan from IDB Invest in the amount of up to US$30&amp;nbsp;million; and (ii) B Loan in the amount of up to US$20 million. The tenor of the line is of up to six years with two disbursements per loan, each with a tenor of up to three years.&lt;/p&gt;<br />
&lt;p&gt;&lt;span&gt;&lt;span&gt;&lt;span&gt;The funds will be earmarked to support the growth of the Micro- and Small-Sized Enterprises (“MSEs”) portfolio led and/or owned by women and other vulnerable groups. In addition, the financing is expected to be paired with technical advisory services defined jointly with the Caja enabling strengthening its sustainability strategy.&lt;/span&gt;&lt;/span&gt;&lt;/span&gt;&lt;/p&gt;",https://idbinvest.org/en/projects/gender-and-inclusion-financing-caja-arequipa,,2026-04-06,Peru,False,Latin America and Caribbean,Financial Services,Active,,,
IDB Invest,14731-01,Ueno Bank S.A.,UENO MSMEs and Financial Inclusion Partnership,Paraguay,,Financial Institutions,Loan,,PYG,19246600.0,2024-10-01,2024-10-11,In implementation,FI-2,"&lt;p&gt;&lt;span&gt;The proposed operation consists of a senior unsecured loan to &lt;/span&gt;&lt;a href=&quot;https://idbinvest.org/en/news-media/idb-invest-and-ueno-bank-join-force…; target=&quot;_blank&quot;&gt;&lt;span&gt;Ueno Bank S.A.&lt;/span&gt;&lt;/a&gt;&lt;span&gt; for an amount of up to PYG73,000 million, composed of: (i) Tranche I: a committed tranche consisting of Loan A of up to PYG36,500 million to be financed by IDB Invest, and (ii) Tranche II: an uncommitted tranche consisting of Loan A of up to PYG36,500 million, to be financed by IDB Invest. The operation will have a term of up to three years, with up to one year of grace and quarterly amortization.&lt;/span&gt;&lt;/p&gt;&lt;p&gt;&lt;span&gt;The funds from the operation will be used to finance Micro, Small, and Medium-Sized Enterprises (“MSMEs”) in local currency and for financial inclusion in Paraguay.&lt;/span&gt;&lt;/p&gt;",https://idbinvest.org/en/projects/ueno-msmes-and-financial-inclusion-partnership,Avda. Santa Teresa No.1.827 e/ Concejal Vargas; Asunción - Paraguay,2026-04-06,Paraguay,False,Latin America and Caribbean,Financial Services,Active,Loan,,
IDB Invest,12507-01,Leri Frizza,Hospital Leri Frizza,Paraguay,,Social Infrastructure,Loan,125000000.0,USD,125000000.0,2026-01-30,,Hold,B,"&lt;p&gt;The Project involves the construction and operation of the Hospital Leri Frizza in partnership with Mount Sinai Hospital in New York, a new tertiary level hospital with 175 beds (expandable to 240) to be located on a 10-hectare site owned by&amp;nbsp;Hospital&amp;nbsp;Leri Frizza in the city of Asunción, Paraguay, with approximately 44,983 m2 of construction that will include state-of-the-art equipment and technology. In addition, a new Prepaid Medicine company will be created whose members will be treated at the new hospital.&lt;/p&gt;&lt;p&gt;The cost of the project is estimated at approximately US$250 million and will be financed by a combination of equity contribution, IDB Invest debt&amp;nbsp;financing (up to 40% of the project costs in the case of IDB Invest&#039;s direct participation), and third-party financing.&lt;/p&gt;&lt;p&gt;The&amp;nbsp;Hospital&amp;nbsp;Leri Frizza in partnership with Mount Sinai Hospital in New York, will offer Paraguay and the entire region a high level of medical services, infrastructure, equipment, and highly trained and qualified medical personnel for the care and well-being of the population.&lt;/p&gt;",https://idbinvest.org/en/projects/hospital-leri-frizza,"Ruta Departamental D023, Km 40.3 - Estanzuela. Itauguá. Paraguay",2026-04-06,Paraguay,False,Latin America and Caribbean,Infrastructure and Transport,On Hold,Loan,,
IDB Invest,14737-01,Victory Park Capital Fund II  (VPC II),LAC Fintech Debt Fund,,Regional,Investment Funds,Debt Fund Participation,50000000.0,USD,50000000.0,2024-11-05,2024-12-16,In implementation,FI-2,"&lt;p&gt;&lt;span lang=&quot;EN-US&quot;&gt;IDB Invest is proposing an anchor investment of up to US$50 million as a limited partner in VPC&amp;nbsp;Investor Fund W, L.P. (the “Fund”), a debt fund incorporated under the laws of Delaware. The Fund’s strategy is to provide tailor-made and secured financial structures to Technology-Based Financial Institutions (“Fintechs”) across Latin America and the Caribbean (“LAC”). With a target size of US$100 million, the Fund will be structured to mobilize additional US$230 million of investment capital from Victory Park Capital Advisors, LLC (“VPC” or the “Fund Manager”) investor base. Therefore, creating a US$330 million Fintech Credit Facility (“FCF”) to support the development of the Fintech ecosystem in LAC.&lt;/span&gt;&lt;span lang=&quot;EN-US&quot;&gt;&lt;/span&gt;&lt;/p&gt;&lt;p&gt;&lt;span lang=&quot;EN-US&quot;&gt;The Fund will be managed by VPC, an independent investing firm, founded in 2007, with more than&amp;nbsp;US$10 billion of capital invested since inception and an established track record in Fintech debt solutions.&lt;/span&gt;&lt;span lang=&quot;EN-US&quot;&gt;&lt;/span&gt;&lt;/p&gt;&lt;p&gt;&lt;span lang=&quot;EN-US&quot;&gt;With this second transaction with VPC, IDB Invest will not only be supporting one of the leading global alternative investment firms to further expand its operations into the region, but will also promote the development and consolidation of a new and much needed asset class in the market. The Fund will provide flexible debt solutions to Fintechs, currently rarely available in LAC. Supporting increased access to finance to Micro, Small, and Medium-Sized Enterprises (“MSMEs”).&lt;/span&gt;&lt;/p&gt;",https://idbinvest.org/en/projects/lac-fintech-debt-fund,"150 North Riverside Plaza, Suite 5200, Chicago, IL 60606",2026-04-06,,False,Global / Multi-Region,Financial Services,Active,Fund Investment,Technology and Telecom,
IDB Invest,14758-01,BRK AMBIENTAL,BRK Ambiental Maranhão,Brazil,,Water and Sanitation,Loan &amp; Guarantee,,BRL,44416400.0,2024-07-30,2024-12-19,In implementation,B,"&lt;p&gt;The project consists of designing, maintaining and operating the water and sewage system in the municipalities of Paço do Lumiar and São José de Ribamar, in the state of &lt;a href=&quot;https://idbinvest.org/en/news-media/idb-invest-proparco-and-brk-maranha…; target=&quot;_blank&quot;&gt;Maranhão&lt;/a&gt;. The aim, in addition to universal water distribution, is to achieve 80% sewage collection and treatment for approximately 328,000 people. The financial plan consists of an IDB Invest loan of up to R$ 500 million, of which R$ 250 million will be guaranteed by the French Development Agency (Proparco) with a term of up to 20 years.&lt;/p&gt;",https://idbinvest.org/en/projects/brk-ambiental-maranhao,"Avenida das Nações Unidas, 14.401, Setor B, Torre Paineira, 7º Andar  Vila Gertrudes - São Paulo/SP  CEP 04794-000",2026-04-06,Brazil,False,Latin America and Caribbean,Infrastructure and Transport,Active,Loan,,
IDB Invest,14771-01,Patrimonio Autonomo Atlas e Isagen 1,Atlas Solar PV Project,Colombia,,Energy,Loan,,COP,56207600.0,2024-08-06,2024-08-23,In implementation,B,"&lt;p&gt;&lt;span&gt;The transaction involves financing the construction, operation, and maintenance of the &lt;/span&gt;&lt;a href=&quot;https://idbinvest.org/en/news-media/idb-invest-bancolombia-and-atlas-re…; target=&quot;_blank&quot;&gt;&lt;span&gt;Atlas Solar Project&lt;/span&gt;&lt;/a&gt;&lt;span&gt;, which comprises a photovoltaic park with an installed capacity of 201 MWp / 160 MWac, its transmission line, and associated civil works such as roads, substations, and other necessary infrastructure for energy supply. The project is located in the municipalities of Ibagué and Piedras (Tolima), approximately 200 km from Bogotá D.C. The IDB Invest loan will cover approximately US$55 million of the total estimated project costs of US$160 million.&lt;/span&gt;&lt;/p&gt;",https://idbinvest.org/en/projects/atlas-solar-pv-project,"Cl. 79 #9-10 Oficina 801 El Nogal, Bogota, Colombia 110221",2026-04-06,Colombia,False,Latin America and Caribbean,Energy,Active,Loan,,
IDB Invest,14776-01,"Xante&amp;VI, S.A.P.I. de C.V.",Xante,Mexico,,Manufacturing,Loan,,MXN,25741400.0,2024-08-06,2025-04-07,In implementation,B,"&lt;p&gt;The proposed financing consists of a loan convertible into shares of XANTE&amp;amp;VI S.A.P.I de C.V. for up to MXN 500 million. &lt;a href=&quot;https://idbinvest.org/en/news-media/idb-invest-and-xante-promote-access…; target=&quot;_blank&quot;&gt;Through this facility&lt;/a&gt;, IDB Invest seeks to support business growth and cover its operating needs, including the acquisition, maintenance, and renovation of homes. The ultimate beneficiaries will be owners of existing homes in the affordable and middle-income segments seeking a source of high liquidity; and new buyers who will have access to a greater supply of affordable, quality housing.&lt;/p&gt;",https://idbinvest.org/en/projects/xante,"Av Via Real Mz 16 Lt 1 Local 1 Fracc Real del Sol Tecamac Estado de Mexico, 55770 Mexico",2026-04-06,Mexico,False,Latin America and Caribbean,Manufacturing and Industry,Active,Loan,,
IDB Invest,14777-01,"VINTE VIVIENDAS INTEGRALES, S.A.B. de C.V.",Vinte - Sustainable Bond 2023,Mexico,,Investment Funds,Not Specified,,MXN,43316800.0,2023-11-30,2023-11-30,In implementation,B,&lt;p&gt;&lt;span&gt;&lt;span&gt;&lt;span&gt;&lt;span lang=&quot;ES&quot;&gt;The project consists of the participation of IDB Invest as an anchor investor for an amount of up to MXN$750 million in the issuance of a sustainable bond by &lt;a href=&quot;https://idbinvest.org/en/news-media/idb-invest-and-vinte-support-mexico…; target=&quot;_blank&quot;&gt;Vinte Propiedades Integrales S.A.B. of C.V.&lt;/a&gt; to finance working capital for the development of sustainable low-income housing in Mexico.&lt;/span&gt;&lt;/span&gt;&lt;/span&gt;&lt;/span&gt;&lt;/p&gt;,https://idbinvest.org/en/projects/vinte-sustainable-bond-2023,,2026-04-06,Mexico,False,Latin America and Caribbean,Financial Services,Active,Other,,
IDB Invest,14787-01,Banco Bilbao Vizcaya Argentaria Colombia S.A.,BBVA Colombia - Biodiversity Bond,Colombia,,Financial Institutions,International Bond,35000000.0,USD,35000000.0,2024-08-14,2024-10-18,In implementation,FI-2,"&lt;p&gt;&lt;span&gt;The project consists of providing support to Banco Bilbao Vizcaya Argentaria Colombia S.A. (&lt;/span&gt;&lt;a href=&quot;https://idbinvest.org/en/news-media/idb-invest-and-bbva-colombia-announ…; target=&quot;_blank&quot;&gt;&lt;span&gt;“BBVA&amp;nbsp;Colombia”&lt;/span&gt;&lt;/a&gt;&lt;span&gt;), in the issuance of the first green biodiversity bond in the world. The bond issued in the international capital market will be for up to US$70 million, with a three-years tenor. BID Invest will act as a co-investor with a subscription for a total amount of up to US$35 million and the International Finance Corporation (“IFC”) will also participate as a co-investor, with a total amount of up to US$35 million. The financing aims to expand the portfolio of green projects related to biodiversity in Colombia.&lt;/span&gt;&lt;/p&gt;",https://idbinvest.org/en/projects/bbva-colombia-biodiversity-bond,"Carrera 9 #72-21 / Piso 11 - Bogota, Colombia",2026-04-06,Colombia,False,Latin America and Caribbean,Financial Services,Active,Loan,,
IDB Invest,14795-01,Ecotriagem Ltda,"Enhancing Waste Management and Resource Efficiency in Brusque, Brazil",Brazil,,Water and Sanitation,Loan,,BRL,10579800.0,2025-05-15,2025-08-08,In implementation,B,"&lt;p&gt;&lt;span&gt;The Project consists of the design, construction, maintenance, and operation of a mechanized waste recovery facility (&quot;MRF&quot;) located in the municipality of &lt;/span&gt;&lt;a href=&quot;https://idbinvest.org/en/news-media/idb-invest-supports-innovative-recy…; target=&quot;_blank&quot;&gt;&lt;span&gt;Brusque in the state of Santa Catarina, Brazil&lt;/span&gt;&lt;/a&gt;&lt;span&gt;. The MRF will be installed at the entrance to an existing landfill, receive the urban solid waste collected from 15 municipalities in the region, and sort the materials, recovering plastics, paper, tetrapak, steel, and aluminum. The Material Recovery Facility will play a crucial role in the Circular Economy by sorting, processing, and preparing recyclable materials for recycling and reuse.&amp;nbsp;&lt;/span&gt;&lt;/p&gt;&lt;p&gt;&amp;nbsp;&lt;/p&gt;&lt;p&gt;&lt;span&gt;The Project&#039;s CAPEX involves civil works for warehouse construction and equipment acquisition.&amp;nbsp;&lt;/span&gt;&lt;/p&gt;&lt;p&gt;&amp;nbsp;&lt;/p&gt;&lt;p&gt;&lt;span&gt;The transaction consists of an 11-year senior secured loan for up to BRL 116 million, to be provided by IDB Invest alongside the Canadian Net Zero and Climate Resilience Accelerator. Given the novelty of this type of project under a Project Finance structure, IDB Invest&#039;s participation is crucial in addressing a financing gap for a &lt;/span&gt;&lt;span lang=&quot;ES&quot;&gt;high-impact environmental sustainability initiative&lt;/span&gt;&lt;span&gt;.&lt;/span&gt;&lt;/p&gt;",https://idbinvest.org/en/projects/supporting-circular-economy-and-waste-recovery-brusque-santa-catarina-brazil,"Estrada Geral Rio Negro, 2.200, Volta Grande-Urbano, Brusque-SC, Brasil",2026-04-06,Brazil,False,Latin America and Caribbean,Infrastructure and Transport,Active,Loan,,
IDB Invest,14796-01,One Communications (Guyana) Inc (formerly GTT Inc.),GTT – Connectivity and Network Financing,Guyana,,Digital Economy,Loan,40000000.0,USD,40000000.0,2024-11-13,2025-05-08,In implementation,B,"&lt;p&gt;IDB Invest will support GTT’s connectivity strategy, which involves increasing and upgrading its fixed and mobile broadband infrastructure to enhance service quality and meet the evolving needs of customers in data consumption in Guyana. This includes (i) the rollout of fiber optic networks to expand high-speed internet access in Guyana, (ii) migrating 100% of GTT&#039;s DSL subscribers (with the shutdown of copper lines), (iii) modernizing GTT’s 4G/4.5G network to fuel data consumption, and (iv) allocating funds for working capital needs.&lt;span lang=&quot;EN-US&quot;&gt;&lt;/span&gt;&lt;/p&gt;",https://idbinvest.org/en/projects/gtt-connectivity-and-network-financing,"69 Brickdam Stabroek Georgetown, Guyana",2026-04-06,Guyana,False,Latin America and Caribbean,Technology and Telecom,Active,Loan,,
IDB Invest,14806-01,Blue like an Orange Sustainable Capital Latin America Fund II,Blue like an Orange Sustainable Capital Latin America Fund II,,Regional,Investment Funds,Debt Fund Participation,15000000.0,USD,15000000.0,2024-08-06,2024-12-20,In implementation,FI-2,"&lt;p&gt;&lt;span&gt;The transaction consists of an investment in the &lt;/span&gt;&lt;a href=&quot;https://idbinvest.org/es/medios-y-prensa/bid-invest-se-asocia-con-blue-…; target=&quot;_blank&quot;&gt;&lt;span&gt;Blue like an Orange Sustainable Capital Latin America Fund II&lt;/span&gt;&lt;/a&gt;&lt;span&gt; (the “Sub-Fund II”), a sub-fund of the Blue like an Orange Sustainable Capital Fund SICAV-SIF SCS (the “Fund”), an impact investment private credit fund that aims at contributing to inclusive and sustainable development, by delivering both strong social impact and market-based risk-adjusted returns in emerging markets.&lt;/span&gt;&lt;/p&gt;&lt;p&gt;&lt;span&gt;The Sub-Fund II is advised by Blue like an Orange (the &quot;Fund Adviser&quot; or &quot;BlaO&quot;), an impact and sustainability investor with proven track record financing sustainable impact in Latin America and the Caribbean (LAC).&lt;/span&gt;&lt;/p&gt;",https://idbinvest.org/en/projects/blue-orange-sustainable-capital-latin-america-fund-ii,"19th Street NW, Studio 5th Floor, Washington D.C. - 20006 - USA",2026-04-06,,False,Global / Multi-Region,Financial Services,Active,Fund Investment,,
IDB Invest,14807-01,MIBANCO BANCO DE LA MICRO EMPRESA S.A.,Mibanco: Senior Loan Supporting MSMEs Owned by and/or Led by Women in Peru,Peru,,Financial Institutions,Loan,50000000.0,USD,50000000.0,2025-03-21,2025-04-10,In implementation,FI-3,"&lt;p&gt;&lt;span lang=&quot;EN-US&quot;&gt;The project consists of a financing to &lt;/span&gt;&lt;a href=&quot;https://idbinvest.org/en/news-media/idb-invest-and-jica-announce-financ…; target=&quot;_blank&quot;&gt;&lt;span lang=&quot;EN-US&quot;&gt;Mibanco&lt;/span&gt;&lt;/a&gt;&lt;span lang=&quot;EN-US&quot;&gt; (“Mibanco Perú”) composed by: (i) a senior unsecured renewable loan to be financed by IDB Invest for an amount of up to US$50 million equivalent in soles (“PEN”), which will promote the financial inclusion of Micro, Small, and Medium-Sized Enterprises (“MSMEs”) owned by and/or led by women and other vulnerable groups, and (ii) a parallel loan for an amount of up to US$50 million to be financed by a co-lender. The transaction will have a term of up to three years and bullet repayment.&lt;/span&gt;&lt;/p&gt;",https://idbinvest.org/en/projects/mibanco-senior-loan-supporting-msmes-owned-andor-led-women-peru,"Av Republica de Panama N 4575 Int 301 Surquillo, Lima - Peru",2026-04-06,Peru,False,Latin America and Caribbean,Financial Services,Active,Loan,,
IDB Invest,14817-01,Establecimientos Ancalmo S.A. de C.V.,Ancalmo Expansion Facility,El Salvador,,Manufacturing,Loan,10000000.0,USD,10000000.0,2026-04-24,,Proposed,B,"&lt;p&gt;The present operation consists of long-term financing for Establecimientos Ancalmo, S.A. de C.V. (“Ancalmo”) for: &lt;span&gt;(i) the conditioning (minor construction) of a new pharmaceutical plant with the aim of improving its operational efficiency&lt;/span&gt;, and (ii) the acquisition of machinery and equipment with new production technologies, to enhance productive capacity and optimize resources.&lt;br&gt;With this financing, Ancalmo will be able to modernize its manufacturing capabilities and expand its regional reach. This objective will be achieved under greater climate action commitments for Ancalmo and BID Invest, seeking to ensure that the new industrial facilities achieve an EDGE Certificate for sustainable buildings. This will ensure water and energy savings during their construction and operation phases, under international recognition standards.&lt;br&gt;Similarly, the machinery will consider parameters to maximize energy efficiency, also evaluating the feasibility of using solar energy for its operation. These studies and advisories will be provided as part of the non-financial additionalities of BID Invest within the scope of this operation.&lt;/p&gt;",https://idbinvest.org/en/projects/ancalmo-expansion-facility,"Boulevard Walter Deininger, Col. La Sultana, Antiguo Cuscatlán.",2026-04-06,El Salvador,False,Latin America and Caribbean,Manufacturing and Industry,Pipeline,Loan,,
IDB Invest,14824-01,Productive Business Solutions,PBS: Barbados Revolving Credit Facility and Term Loan,Barbados,,Digital Economy,Loan,40000000.0,USD,40000000.0,2025-07-11,,Approved,B,"&lt;p&gt;&lt;span lang=&quot;EN-US&quot;&gt;Productive Business Solutions (“PBS”, the “Client”, the “Company”), is the leading information technology (“IT”) distribution company in the Caribbean, Central and South America with operations in several countries. The Company distributes IT products and offers services such as document management and software integration to leading companies and governmental agencies in the region. The operation in Barbados (the “Project”), serving as the primary beneficiary, aims to utilize funds for capital expenditures (“CAPEX”), working capital, debt refinancing and other general corporate purposes throughout the Caribbean (collectively the “Group”).&amp;nbsp;&lt;/span&gt;&lt;/p&gt;",https://idbinvest.org/en/projects/pbs-barbados-revolving-credit-facility-and-term-loan,"32 Beechwood Ave, Kingston 5, Saint Andrew, Jamaica",2026-04-06,Barbados,False,Latin America and Caribbean,Technology and Telecom,Active,Loan,,
IDB Invest,14826-01,Manaus Ambiental S.A.,Aguas de Manaus - Expansion CAPEX,Brazil,,Water and Sanitation,Project Finance Loan,,BRL,132800000.0,2024-07-30,2024-09-03,In implementation,B,"&lt;p&gt;El proyecto consiste en la construcción, operación y mantenimiento de servicios de distribución de agua, recolección y tratamiento de aguas residuales en Manaus, estado de Amazonas, conforme a lo estipulado en el acuerdo de concesión otorgado a &lt;a href=&quot;https://idbinvest.org/en/news-media/idb-invest-supports-aguas-de-manaus…; target=&quot;_blank&quot;&gt;Manaus Ambiental S.A&lt;/a&gt; (“Aguas de Manaus o AdM”), una empresa constituida bajo las leyes de Brasil (la “Compañía” o el “Concesionario”). La inversión del proyecto (capex) está alineada con los objetivos contractuales de universalización, aumentando la cobertura actual de distribución de agua del 98% al 99% y la cobertura de recolección y tratamiento de aguas residuales del 27% al 90%.&lt;/p&gt;",https://idbinvest.org/en/projects/aguas-de-manaus-expansion-capex,"Rua Leonardo Malcher, 1237 Centro - Manaus - AM CEP 69010-170",2026-04-06,Brazil,False,Latin America and Caribbean,Infrastructure and Transport,Active,Loan,,
